,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
15249,24,4,17625,11,8,4,12,4,2,0,0,0,39,39,0
15250,38,4,20266,9,12,2,11,0,4,1,0,0,39,39,1
15251,36,4,13638,3,1,2,8,0,2,1,0,0,34,33,0
15252,36,2,10080,12,13,0,10,4,4,0,0,0,49,39,0
15253,14,4,17461,12,13,2,4,0,4,1,0,76,68,36,1
15254,4,4,19629,11,8,4,3,1,4,1,0,0,39,39,0
15255,13,4,17385,11,8,5,7,1,2,1,0,0,39,39,0
15256,57,0,383,11,8,6,0,1,4,0,0,0,9,39,0
15257,36,4,19451,12,13,4,4,1,4,0,0,0,59,39,1
15258,30,4,13606,15,9,2,3,0,4,1,0,17,46,39,0
15259,43,4,5061,9,12,0,4,1,4,0,0,0,39,18,1
15260,42,4,15098,6,4,5,7,4,4,0,0,0,39,26,0
15261,20,4,17168,9,12,4,4,1,4,1,0,0,47,39,1
15262,30,1,35,9,12,2,3,0,4,1,0,37,39,39,0
15263,32,4,1081,6,4,2,3,0,4,1,0,0,39,39,0
15264,56,2,1319,15,9,4,10,2,4,0,0,0,10,39,0
15265,41,4,6122,11,8,0,8,4,2,0,0,0,19,39,0
15266,1,0,15328,1,6,4,0,3,2,1,0,0,14,39,0
15267,18,4,13456,15,9,4,6,3,2,1,0,0,39,39,0
15268,7,7,20787,15,9,2,10,5,4,0,0,0,49,39,0
15269,45,4,5746,11,8,6,1,1,4,0,0,0,37,39,0
15270,41,4,9384,11,8,2,1,5,4,0,0,0,39,39,0
15271,34,4,3277,15,9,2,1,0,4,1,108,0,39,39,1
15272,4,4,20162,11,8,4,12,3,2,1,0,0,39,39,0
15273,13,4,19433,9,12,2,3,0,4,1,0,0,39,39,0
15274,10,4,718,8,10,4,10,1,4,0,0,45,35,2,0
15275,8,4,8606,9,12,2,13,0,4,1,79,0,39,39,1
15276,14,4,3857,11,8,4,3,1,0,1,0,0,44,39,0
15277,14,4,13458,11,8,4,8,4,2,0,0,0,33,39,0
15278,27,4,2549,15,9,2,3,0,4,1,79,0,49,39,1
15279,35,5,19223,10,15,2,10,0,4,1,118,0,64,39,1
15280,13,4,848,7,11,2,12,0,4,1,0,0,39,39,0
15281,12,4,3905,11,8,4,14,3,2,1,0,0,39,39,0
15282,19,4,9854,1,6,0,14,1,4,1,0,0,39,39,0
15283,37,6,4644,9,12,2,5,0,4,1,0,0,49,39,0
15284,42,2,13852,15,9,5,11,1,4,1,0,0,39,39,1
15285,38,4,17164,15,9,4,1,1,4,1,0,0,44,39,0
15286,53,0,15089,8,10,4,0,1,4,1,0,0,29,39,0
15287,5,4,4131,7,11,4,1,3,4,0,0,0,19,39,0
15288,25,4,18831,11,8,0,7,1,4,0,0,0,39,39,0
15289,19,4,11301,7,11,2,12,5,4,0,0,0,39,39,0
15290,15,4,13193,9,12,2,10,0,4,1,0,0,39,39,1
15291,27,4,17585,5,3,2,3,0,4,1,0,0,39,39,0
15292,5,0,17656,11,8,4,0,4,2,1,0,0,44,39,0
15293,8,4,17511,1,6,3,6,1,4,1,0,0,39,26,0
15294,14,4,13005,11,8,2,14,0,4,1,0,0,49,39,0
15295,16,4,13310,11,8,4,8,3,4,1,0,0,39,39,0
15296,37,6,20507,7,11,2,12,0,4,1,0,0,49,39,1
15297,25,6,5527,11,8,4,4,1,4,1,0,0,47,39,0
15298,32,4,12247,11,8,2,14,0,4,1,0,0,43,39,0
15299,13,4,9722,11,8,2,1,0,4,1,0,0,43,39,0
15300,37,4,11963,11,8,0,4,4,4,0,0,0,44,39,0
15301,22,4,8924,15,9,4,14,4,4,1,0,0,39,39,0
15302,7,4,12278,15,9,4,7,3,4,1,0,0,39,39,0
15303,4,4,12674,11,8,4,1,3,4,0,0,0,43,39,0
15304,6,4,6073,6,4,4,8,4,2,0,0,0,29,39,0
15305,37,4,10273,11,8,0,1,4,4,0,0,0,41,39,0
15306,6,4,1534,12,13,4,12,1,4,0,0,0,19,39,0
15307,22,4,15536,11,8,0,7,4,4,1,0,35,39,39,0
15308,6,4,6115,15,9,4,10,1,4,1,0,0,24,39,0
15309,50,0,3364,11,8,6,0,2,4,0,0,0,7,39,0
15310,2,0,4692,1,6,2,0,5,1,0,0,0,39,25,0
15311,24,4,16968,15,9,2,7,0,2,1,0,47,39,39,1
15312,15,4,9906,1,6,4,8,1,2,1,0,0,39,39,0
15313,40,4,5950,11,8,2,3,0,4,1,0,0,39,39,0
15314,1,4,12797,11,8,4,1,2,4,0,0,0,29,39,0
15315,43,7,9028,10,15,2,10,0,4,1,94,0,59,39,1
15316,4,4,18264,15,9,4,7,3,4,0,0,0,39,39,0
15317,36,4,14090,15,9,6,1,2,4,0,0,0,21,39,0
15318,21,4,3142,9,12,2,4,0,4,1,94,0,54,39,1
15319,4,4,4825,15,9,4,6,1,4,1,0,0,39,39,0
15320,36,4,2894,10,15,0,4,1,4,0,0,0,54,39,1
15321,7,4,8705,11,8,4,3,1,4,1,0,0,39,39,0
15322,19,1,15607,7,11,2,8,0,4,1,0,0,39,39,0
15323,12,4,14032,12,13,4,4,1,2,1,0,0,59,39,0
15324,6,4,12111,15,9,4,12,1,4,1,0,0,39,39,0
15325,27,4,13776,15,9,2,4,0,4,1,0,0,49,39,0
15326,15,2,14605,12,13,2,10,0,4,1,0,0,47,39,0
15327,8,4,12901,9,12,4,4,1,4,0,0,0,49,39,0
15328,24,6,11500,11,8,0,3,4,4,1,0,0,26,39,0
15329,1,4,6531,11,8,4,8,3,4,0,0,0,29,39,0
15330,40,4,2051,15,9,2,3,0,4,1,0,32,44,39,0
15331,45,4,4134,9,12,6,4,1,4,1,100,0,49,39,1
15332,12,4,4678,9,12,4,6,3,4,1,0,0,39,39,0
15333,2,4,14736,11,8,4,8,3,2,0,0,0,39,39,0
15334,18,6,3663,14,14,2,10,0,4,1,0,0,64,39,1
15335,35,4,7506,9,12,2,10,0,4,1,0,0,49,39,1
15336,11,4,17772,0,5,4,7,4,4,0,0,0,39,39,0
15337,21,4,22,11,8,4,8,3,4,1,0,0,39,39,0
15338,25,4,14661,15,9,6,12,4,2,0,0,0,39,39,0
15339,24,4,14788,9,12,4,10,1,2,1,0,0,39,39,0
15340,6,4,15520,9,12,4,10,1,4,1,0,0,37,39,0
15341,14,4,8252,12,13,2,12,0,4,1,0,0,73,39,1
15342,14,4,21350,4,2,4,7,1,4,1,0,0,44,26,0
15343,29,4,7326,12,13,2,10,0,4,1,0,0,39,39,1
15344,1,4,20224,1,6,4,12,3,4,0,0,0,19,39,0
15345,40,6,4151,12,13,2,13,0,4,1,0,0,37,39,1
15346,8,4,12679,8,10,4,1,1,4,0,0,0,37,39,0
15347,15,4,19658,12,13,2,4,0,4,1,0,0,39,39,1
15348,10,4,14480,6,4,4,5,3,4,1,0,0,39,39,0
15349,29,1,19464,9,12,2,10,0,4,1,94,0,44,39,1
15350,0,0,21547,0,5,4,0,3,4,0,0,0,16,39,0
15351,26,7,8460,11,8,4,3,4,4,1,0,0,39,39,0
15352,39,6,4719,9,12,3,10,1,4,0,0,0,39,39,1
15353,2,4,21141,11,8,2,3,5,4,0,0,0,39,39,0
15354,3,1,19404,11,8,4,1,3,4,0,0,0,39,39,0
15355,25,4,8135,15,9,4,7,1,4,1,0,0,44,39,0
15356,72,4,3284,11,8,6,14,4,4,1,0,0,93,39,0
15357,8,4,5804,1,6,5,7,1,2,1,0,0,34,39,0
15358,10,4,18036,11,8,4,8,1,2,0,0,0,39,23,0
15359,31,4,18217,11,8,2,14,0,4,1,0,0,43,39,0
15360,31,1,21255,15,9,4,1,1,2,1,0,0,39,39,0
15361,10,4,5747,11,8,2,3,0,4,1,0,0,47,39,0
15362,29,4,8571,9,12,6,13,4,4,0,0,0,37,39,0
15363,15,4,4397,4,2,2,8,2,4,1,0,0,39,39,0
15364,5,4,6115,8,10,2,13,0,4,1,0,0,39,39,0
15365,7,4,11467,9,12,1,10,5,4,0,0,0,39,39,1
15366,14,4,20283,11,8,2,3,0,4,1,0,0,64,39,0
15367,3,4,12052,15,9,4,10,1,4,0,0,0,17,39,0
15368,11,6,18710,14,14,4,10,1,4,1,26,0,39,39,0
15369,23,5,1882,11,8,2,4,0,4,1,0,0,59,39,1
15370,22,4,12212,11,8,2,7,0,4,1,0,0,39,39,1
15371,37,2,9720,11,8,2,14,0,4,1,0,0,39,39,0
15372,42,2,14600,15,9,2,11,0,4,1,0,0,41,39,0
15373,0,4,3557,1,6,4,12,3,4,0,0,0,17,39,0
15374,8,6,13925,15,9,4,3,3,4,1,0,0,76,39,0
15375,32,2,12981,11,8,2,11,0,4,1,0,0,39,39,1
15376,38,6,7418,11,8,0,4,1,4,1,116,0,59,39,0
15377,22,4,7565,11,8,2,3,0,4,1,0,0,39,39,0
15378,50,4,4293,15,9,6,10,1,4,0,0,0,15,39,0
15379,11,4,2682,11,8,4,8,4,4,1,0,0,39,39,0
15380,18,4,9231,6,4,2,7,0,4,1,0,0,39,2,0
15381,27,4,9122,11,8,2,1,0,4,1,0,0,47,39,1
15382,34,4,4557,12,13,2,10,0,4,1,0,0,46,39,1
15383,38,4,1855,9,12,6,5,3,1,1,0,0,39,39,0
15384,28,2,18398,11,8,2,11,0,4,1,0,0,75,39,1
15385,15,4,1188,11,8,2,3,0,4,1,0,0,47,39,0
15386,28,4,14444,15,9,0,4,4,4,0,0,0,39,39,0
15387,28,4,3976,12,13,2,4,0,4,1,108,0,59,9,1
15388,18,4,11518,9,12,4,12,1,4,1,0,0,39,39,1
15389,38,2,9306,11,8,2,14,0,4,1,0,0,43,39,0
15390,42,4,3731,15,9,2,3,0,4,1,0,0,39,39,1
15391,5,4,20631,11,8,4,1,1,4,0,0,0,54,39,0
15392,29,2,8536,12,13,6,4,4,2,0,0,0,34,39,0
15393,6,4,13091,11,8,4,5,3,4,1,0,0,39,39,0
15394,30,4,7326,9,12,2,4,0,4,1,0,0,44,39,1
15395,17,4,20854,11,8,2,3,0,4,1,0,0,29,11,0
15396,34,4,4371,1,6,0,14,3,4,1,0,0,39,39,0
15397,23,4,19979,8,10,2,12,0,4,1,0,0,49,39,0
15398,7,7,972,15,9,4,1,3,4,1,0,0,11,39,0
15399,3,4,1193,15,9,4,5,1,4,1,0,0,69,39,0
15400,27,4,6061,15,9,0,14,4,4,1,18,0,49,39,0
15401,9,4,9000,11,8,0,3,4,4,1,0,0,39,39,0
15402,18,2,14110,11,8,5,1,4,4,0,0,0,37,39,0
15403,6,4,14085,15,9,4,7,4,1,1,0,0,39,40,0
15404,23,4,15643,11,8,0,3,1,4,1,0,0,49,39,0
15405,32,2,12667,11,8,2,11,0,4,1,0,0,39,39,0
15406,15,4,15070,11,8,4,7,1,4,1,0,0,44,39,0
15407,11,4,20541,8,10,0,10,4,4,0,0,0,39,39,0
15408,34,4,19358,12,13,2,4,0,4,1,108,0,59,39,1
15409,45,4,13656,8,10,2,4,0,4,1,0,0,49,39,1
15410,14,4,21071,15,9,2,7,0,4,1,0,0,39,26,0
15411,30,2,19768,7,11,2,11,0,4,1,0,0,39,39,1
15412,19,4,18023,8,10,4,13,1,4,0,0,0,2,39,0
15413,27,7,1792,11,8,4,3,1,4,1,0,0,39,39,0
15414,1,0,6232,11,8,4,0,3,4,0,0,0,19,39,0
15415,29,4,20941,9,12,2,4,0,4,1,0,0,39,39,1
15416,15,4,6109,11,8,4,3,1,4,1,0,0,39,39,0
15417,34,6,6759,7,11,0,14,4,2,0,0,0,29,39,0
15418,31,4,4349,9,12,2,4,0,4,1,0,0,44,39,1
15419,11,4,6982,9,12,4,7,4,2,0,0,0,39,39,0
15420,40,5,4366,15,9,2,13,0,4,1,0,0,59,39,1
15421,16,4,11257,8,10,2,12,0,4,1,0,0,39,39,0
15422,25,4,19718,11,8,5,7,1,4,1,0,0,14,39,0
15423,0,4,7208,0,5,4,8,3,4,1,0,0,39,39,0
15424,46,0,18897,6,4,5,0,1,2,1,0,0,39,39,0
15425,14,5,5114,9,12,2,4,0,4,1,0,0,54,39,1
15426,17,0,17777,12,13,4,0,1,4,1,71,0,29,39,0
15427,18,4,7542,15,9,4,7,1,4,1,0,49,39,39,0
15428,3,4,21103,11,8,4,6,3,4,1,0,0,39,39,0
15429,19,4,7746,11,8,2,4,5,4,0,0,0,39,39,0
15430,7,4,13807,15,9,4,12,1,4,0,0,0,23,39,0
15431,16,4,17823,15,9,2,14,0,2,1,0,0,49,39,1
15432,19,4,9088,15,9,2,1,0,4,1,0,0,39,39,0
15433,14,4,141,9,12,0,4,4,4,0,0,0,39,39,0
15434,12,4,17772,7,11,0,12,4,4,0,55,0,39,39,0
15435,30,4,8683,9,12,2,12,0,4,1,0,0,59,39,1
15436,13,4,11270,10,15,2,10,0,4,1,79,0,72,39,1
15437,17,4,2908,11,8,2,5,0,4,1,0,0,49,39,0
15438,6,4,5750,11,8,4,7,2,4,0,0,0,39,39,0
15439,16,4,5479,8,10,0,1,1,4,1,0,0,39,39,0
15440,42,4,15838,0,5,0,7,1,4,0,0,0,39,39,0
15441,50,6,17028,9,12,0,10,1,4,1,0,0,39,39,0
15442,9,4,20029,11,8,0,7,1,4,1,0,0,39,39,0
15443,10,4,8987,11,8,2,7,0,1,1,43,0,39,25,0
15444,3,4,14346,11,8,2,10,3,4,0,0,0,35,0,0
15445,7,4,17668,9,12,4,1,3,4,1,0,0,38,39,0
15446,27,1,13363,8,10,0,13,1,4,1,0,0,39,39,0
15447,14,4,4984,11,8,2,3,0,4,1,0,0,39,39,1
15448,11,4,19095,14,14,2,10,0,4,1,0,0,59,39,0
15449,2,4,2969,11,8,4,8,3,4,0,0,0,19,39,0
15450,14,6,19001,9,12,2,4,5,4,0,0,47,39,39,1
15451,3,4,6457,11,8,4,1,1,4,0,0,0,39,39,0
15452,47,4,5550,11,8,0,8,1,4,0,0,0,14,39,0
15453,30,7,3925,11,8,2,1,5,4,0,0,0,39,39,1
15454,19,4,8709,15,9,4,1,1,4,0,0,0,34,39,0
15455,31,4,10734,11,8,2,3,0,4,1,0,0,43,39,1
15456,2,6,12108,15,9,4,8,3,4,0,0,0,39,26,0
15457,5,4,7061,11,8,4,12,3,2,0,0,0,34,39,0
15458,39,4,19595,6,4,0,1,1,4,1,0,0,39,39,0
15459,5,4,10211,15,9,4,1,1,4,1,0,0,49,39,0
15460,20,4,15734,9,12,2,10,0,4,1,0,0,93,39,1
15461,40,2,6369,9,12,6,10,1,4,0,0,0,34,39,0
15462,21,4,9281,7,11,2,12,0,4,1,0,0,49,39,1
15463,17,4,19987,11,8,4,7,4,2,0,0,0,39,39,0
15464,5,0,15928,1,6,5,0,4,2,0,0,0,39,39,0
15465,21,1,1429,15,9,0,4,1,4,0,0,0,39,39,0
15466,13,5,9804,15,9,2,4,0,1,1,0,47,39,35,1
15467,15,4,13416,9,12,4,10,1,4,1,0,0,44,39,1
15468,12,4,964,2,7,3,8,1,2,0,0,0,39,39,0
15469,39,4,634,11,8,2,7,0,4,1,0,0,39,39,0
15470,25,4,10061,8,10,2,4,5,4,0,91,0,34,39,1
15471,49,0,18432,0,5,0,0,1,4,1,22,0,39,39,0
15472,54,2,14986,11,8,6,4,2,4,0,0,0,32,39,0
15473,3,4,4998,1,6,4,14,3,4,1,0,0,39,39,0
15474,8,4,19207,11,8,4,7,3,4,1,0,0,35,39,0
15475,25,4,15408,11,8,2,3,0,4,1,0,0,39,0,1
15476,3,0,20143,11,8,4,0,3,4,0,0,0,39,39,0
15477,44,4,5124,15,9,2,10,0,4,1,0,0,49,39,1
15478,7,7,6570,9,12,2,4,5,4,0,0,0,39,39,0
15479,34,4,3313,6,4,4,8,4,2,0,0,0,39,39,0
15480,10,4,4327,11,8,4,1,1,4,1,0,0,39,39,0
15481,24,4,19774,15,9,2,4,5,4,0,0,47,39,39,1
15482,14,4,13202,11,8,0,7,1,4,1,0,0,39,39,0
15483,22,4,16068,11,8,0,9,4,2,0,0,0,15,39,0
15484,19,0,20131,11,8,2,0,0,2,1,0,0,39,39,0
15485,34,6,4129,14,14,2,10,0,4,1,0,0,39,39,0
15486,35,4,10402,11,8,4,4,4,4,0,0,0,39,39,0
15487,32,4,1734,9,12,2,10,0,4,1,0,0,39,39,1
15488,26,4,1792,15,9,2,3,0,4,1,0,0,39,39,0
15489,28,4,15258,9,12,2,4,0,4,1,0,50,59,39,1
15490,32,4,18807,11,8,0,7,1,4,1,0,0,39,39,0
15491,2,4,12300,11,8,4,8,1,4,0,0,0,39,39,0
15492,27,6,1015,11,8,2,5,0,4,1,0,0,39,39,0
15493,50,5,2835,11,8,2,14,0,4,1,0,0,39,39,0
15494,41,4,9679,14,14,2,10,0,4,1,0,0,44,39,1
15495,19,4,9909,9,12,2,10,0,4,1,94,0,39,39,1
15496,50,4,14717,11,8,6,1,1,4,0,109,0,15,11,1
15497,44,4,20888,10,15,2,10,0,4,1,0,0,39,39,1
15498,38,2,3191,5,3,4,8,4,2,0,0,0,39,39,0
15499,6,0,9340,7,11,4,0,3,1,1,0,0,15,30,0
15500,18,1,1032,11,8,4,1,1,4,1,0,0,39,39,0
15501,18,4,19397,0,5,4,8,4,2,0,0,0,37,39,0
15502,3,7,444,15,9,4,1,3,4,0,0,0,9,39,0
15503,34,4,8158,11,8,2,1,5,2,0,0,0,39,39,0
15504,6,4,15544,9,12,4,10,3,4,1,0,0,39,39,0
15505,22,4,14762,11,8,2,5,0,4,1,0,0,23,39,0
15506,19,4,17868,15,9,0,8,4,4,0,0,0,39,39,0
15507,30,4,19390,11,8,2,12,0,4,1,0,0,44,39,1
15508,10,4,10391,9,12,4,12,1,4,1,0,0,76,39,1
15509,12,4,21479,11,8,2,3,0,4,1,0,0,39,39,0
15510,4,7,6286,15,9,4,11,1,4,1,0,0,39,39,0
15511,1,4,21084,15,9,4,1,1,4,0,0,0,19,39,0
15512,7,4,18671,15,9,4,4,3,4,1,0,0,19,39,0
15513,22,1,20361,11,8,2,3,0,4,1,0,0,39,39,1
15514,34,7,2878,15,9,2,4,0,4,1,0,0,39,39,0
15515,30,4,7733,9,12,2,13,0,4,1,108,0,39,39,1
15516,45,4,13632,15,9,0,1,4,4,0,0,0,29,39,0
15517,32,4,2083,9,12,2,4,0,4,1,0,0,39,39,1
15518,3,4,14966,1,6,2,8,0,4,1,0,0,39,39,0
15519,7,4,19039,15,9,4,12,1,4,1,0,0,39,39,0
15520,8,4,12949,11,8,4,4,3,4,0,0,0,39,39,0
15521,37,6,18570,9,12,2,12,0,4,1,0,0,39,39,0
15522,8,4,21093,11,8,4,3,3,4,1,0,0,39,39,0
15523,3,0,2990,11,8,2,0,5,4,0,0,0,44,39,0
15524,26,4,7162,15,9,0,12,4,4,0,0,0,54,39,1
15525,9,4,2867,9,12,4,4,1,4,1,0,45,37,39,0
15526,7,4,11948,11,8,2,6,0,4,1,0,0,39,39,0
15527,1,4,1668,1,6,4,8,3,0,1,0,0,19,39,0
15528,28,5,5727,15,9,2,10,5,4,0,0,0,39,0,1
15529,28,6,18173,11,8,2,4,0,4,1,0,0,24,39,0
15530,9,4,6698,9,12,4,12,1,4,1,0,0,39,39,0
15531,30,4,16875,15,9,4,8,3,4,1,0,0,39,39,0
15532,37,0,20752,11,8,2,0,0,4,1,0,0,39,39,0
15533,4,8,15209,11,8,4,3,3,2,1,0,0,39,39,0
15534,12,4,9193,11,8,0,8,4,4,0,0,0,93,39,0
15535,51,4,4496,15,9,2,10,0,4,1,0,0,14,39,0
15536,4,4,6314,15,9,4,4,1,2,1,0,0,47,26,0
15537,11,5,5042,15,9,4,4,1,4,1,0,0,29,39,0
15538,29,4,12992,11,8,2,4,5,4,0,0,0,39,39,1
15539,18,4,14394,11,8,5,14,4,2,0,0,0,47,39,0
15540,33,6,11935,0,5,4,3,1,4,1,0,0,24,39,0
15541,31,5,15599,15,9,0,4,1,4,1,0,0,39,39,0
15542,0,0,4944,0,5,4,0,3,4,1,0,0,39,39,0
15543,42,4,8015,9,12,2,3,0,4,1,108,0,49,39,1
15544,6,4,8668,15,9,4,4,3,2,1,0,0,39,39,0
15545,36,4,16665,11,8,6,12,1,4,0,0,0,29,39,0
15546,33,5,15682,12,13,2,12,0,4,1,0,0,39,39,1
15547,15,0,16259,4,2,4,0,4,4,0,0,0,44,26,0
15548,36,4,14632,2,7,3,6,1,3,1,0,0,55,6,0
15549,35,4,10090,11,8,2,7,0,2,1,0,0,47,39,0
15550,21,4,11275,9,12,2,10,0,4,1,0,0,49,39,0
15551,26,4,21128,12,13,2,4,0,4,1,0,0,49,39,1
15552,18,4,3777,9,12,2,8,5,4,0,0,0,31,39,0
15553,24,4,9096,14,14,2,4,0,4,1,0,0,49,39,1
15554,5,4,21087,15,9,4,12,3,4,1,0,0,39,39,0
15555,22,4,9167,11,8,2,8,0,4,1,0,0,59,39,1
15556,28,4,11610,12,13,2,12,0,4,1,0,0,39,39,1
15557,14,4,20594,6,4,2,5,5,4,0,0,0,41,39,0
15558,23,4,4213,9,12,2,10,0,4,1,0,46,39,39,1
15559,30,6,7956,4,2,2,14,0,4,1,0,0,19,39,0
15560,36,4,17031,11,8,2,3,0,2,1,0,0,39,23,0
15561,36,5,7640,9,12,2,12,0,4,1,0,0,59,39,1
15562,16,2,17576,9,12,4,13,1,2,1,0,20,51,39,1
15563,7,4,14768,9,12,4,1,3,4,0,0,0,19,39,0
15564,17,4,12750,15,9,4,8,1,4,0,0,0,39,39,0
15565,29,5,9517,11,8,2,12,0,4,1,0,0,49,39,1
15566,12,1,14705,15,9,2,11,0,4,1,0,0,59,39,0
15567,44,7,8505,1,6,6,8,4,4,0,0,0,31,39,1
15568,14,4,5168,11,8,2,5,0,4,1,0,0,39,39,0
15569,12,4,21644,11,8,3,13,3,2,1,0,0,39,39,0
15570,25,4,12272,11,8,5,3,4,4,1,0,0,39,39,0
15571,33,1,11200,15,9,2,4,0,4,1,0,0,39,39,0
15572,17,4,10647,11,8,0,1,1,4,0,0,0,39,39,0
15573,22,4,10215,5,3,2,14,0,4,1,0,0,39,39,0
15574,57,4,3327,3,1,2,14,0,2,1,0,0,19,39,0
15575,23,4,15105,15,9,2,12,0,4,1,0,0,39,39,0
15576,58,6,18554,14,14,2,10,0,4,1,0,61,49,39,1
15577,23,2,2096,9,12,2,10,5,4,0,0,0,39,39,1
15578,19,4,374,1,6,2,3,0,4,1,0,0,39,39,0
15579,44,0,5233,9,12,2,0,0,4,1,0,0,39,39,1
15580,25,0,9188,1,6,2,0,0,4,1,0,0,21,7,0
15581,11,4,11761,9,12,2,4,5,4,0,0,0,39,39,1
15582,2,4,2123,15,9,4,1,1,4,0,0,0,17,39,0
15583,19,4,17750,7,11,5,8,4,2,0,0,0,31,39,0
15584,16,0,8580,8,10,0,0,1,4,0,0,0,39,10,0
15585,33,1,18234,15,9,0,1,4,4,0,0,8,39,39,0
15586,30,4,8747,7,11,2,10,5,2,0,108,0,39,39,1
15587,31,4,13212,11,8,4,13,4,2,0,0,0,32,23,0
15588,43,5,9559,11,8,0,3,1,4,1,0,0,39,39,0
15589,13,4,18117,12,13,4,10,1,2,1,0,0,29,39,0
15590,15,4,4186,9,12,2,4,0,4,1,0,0,49,39,1
15591,28,2,8496,12,13,2,10,5,4,0,0,50,34,39,1
15592,34,4,3620,15,9,2,13,0,4,1,0,0,39,39,1
15593,36,4,13003,6,4,3,7,4,2,1,0,0,72,14,0
15594,17,4,13011,12,13,4,13,4,2,0,0,0,39,0,0
15595,31,6,20321,12,13,2,4,0,4,1,0,0,39,26,1
15596,51,0,5862,11,8,2,0,0,4,1,0,0,44,39,0
15597,15,4,18048,7,11,0,7,1,4,0,0,0,49,39,0
15598,46,0,10501,11,8,2,0,0,4,1,0,0,3,39,0
15599,14,4,15314,11,8,0,4,4,2,0,0,0,39,39,0
15600,41,6,8093,9,12,0,8,1,4,0,0,0,19,39,0
15601,15,4,6031,7,11,2,4,0,4,1,0,0,59,39,1
15602,15,4,8204,9,12,4,10,1,4,1,0,0,39,39,0
15603,23,4,5267,9,12,0,12,3,4,1,0,0,76,39,0
15604,33,4,5972,9,12,2,4,0,4,1,118,0,54,39,1
15605,21,6,5138,0,5,5,7,1,4,1,0,0,39,39,0
15606,13,4,16400,11,8,2,7,0,4,1,0,0,39,39,0
15607,4,4,12245,11,8,4,1,4,4,0,0,0,39,39,0
15608,11,4,11645,9,12,4,10,3,4,0,0,20,39,39,1
15609,46,4,10695,11,8,2,12,0,4,1,0,0,47,0,0
15610,15,4,13088,7,11,0,10,4,4,0,0,8,35,39,0
15611,8,4,18929,11,8,4,12,1,4,1,0,0,44,39,0
15612,42,4,15994,15,9,2,13,0,4,1,0,0,39,39,1
15613,5,2,13738,8,10,4,1,3,4,0,0,0,9,0,0
15614,32,4,6948,15,9,4,3,3,4,1,0,0,39,39,0
15615,19,4,11472,9,12,4,4,1,4,1,0,0,39,39,0
15616,14,0,16238,11,8,2,0,5,4,0,0,0,29,26,0
15617,29,4,3495,15,9,0,9,4,4,0,0,0,29,39,0
15618,20,2,16862,14,14,2,10,0,4,1,0,0,59,39,1
15619,31,4,10782,9,12,2,12,0,2,1,0,0,39,39,1
15620,26,4,14407,15,9,2,8,0,4,1,0,32,43,39,0
15621,24,4,13520,11,8,2,4,0,4,1,0,0,39,39,1
15622,37,4,305,11,8,2,12,0,4,1,58,0,39,39,0
15623,19,4,15261,15,9,0,4,1,4,0,0,0,3,39,0
15624,12,4,119,9,12,0,8,4,3,0,0,0,39,39,0
15625,49,2,872,11,8,2,3,0,4,1,0,70,39,39,0
15626,42,4,9289,14,14,4,10,1,4,1,0,0,49,39,0
15627,45,4,9133,9,12,2,4,0,4,1,0,0,39,39,1
15628,12,4,17161,0,5,4,3,1,4,1,0,0,39,26,0
15629,11,4,11794,9,12,2,12,0,4,1,0,0,44,39,1
15630,10,4,505,9,12,2,7,0,4,1,0,46,59,39,1
15631,25,7,2932,11,8,2,4,0,4,1,0,0,39,39,1
15632,43,4,1112,8,10,2,3,0,4,1,0,0,45,39,1
15633,41,4,5181,12,13,2,10,0,4,1,0,0,49,39,1
15634,10,4,6480,15,9,2,3,0,4,1,0,0,39,39,0
15635,28,4,14414,11,8,6,3,1,4,0,0,0,39,39,0
15636,33,4,9671,15,9,2,3,0,4,1,0,0,39,39,1
15637,26,4,8253,15,9,2,3,0,2,1,0,0,39,39,0
15638,22,4,14322,14,14,0,4,1,4,1,0,0,49,39,0
15639,4,4,18429,15,9,4,1,3,4,1,0,0,19,39,0
15640,7,4,12365,11,8,2,6,0,2,1,0,0,68,39,0
15641,42,6,2499,14,14,2,5,0,4,1,0,0,29,39,0
15642,19,4,11026,11,8,2,7,0,4,1,0,0,39,39,1
15643,55,0,2598,15,9,6,0,4,1,0,0,0,3,39,0
15644,18,4,18878,12,13,2,4,0,1,1,0,0,64,17,1
15645,16,4,9669,15,9,0,6,3,4,1,0,0,39,39,0
15646,13,4,6438,11,8,4,3,1,2,0,0,0,44,39,0
15647,23,4,5930,8,10,0,3,4,4,1,0,0,49,39,1
15648,9,6,3442,15,9,2,12,0,4,1,0,0,54,39,0
15649,20,1,9736,8,10,5,1,1,2,1,0,0,39,39,0
15650,51,6,12570,15,9,0,14,1,4,0,0,0,19,39,0
15651,28,4,176,9,12,2,3,0,4,1,0,0,69,39,1
15652,39,4,14733,11,8,2,10,0,4,1,0,0,39,39,0
15653,19,4,7758,11,8,4,1,3,4,0,0,0,39,39,0
15654,33,4,13755,9,12,2,4,0,4,1,91,0,49,39,1
15655,21,4,13504,8,10,2,12,0,4,1,0,0,39,39,0
15656,12,4,1920,9,12,2,12,0,4,1,0,0,40,39,0
15657,11,4,14347,11,8,4,8,4,4,0,0,0,27,39,0
15658,22,1,6303,15,9,2,1,0,4,1,0,0,49,39,0
